Date,Price
8/24/2022,17.1743
8/25/2022,17.8634
8/26/2022,16.215
8/29/2022,15.7573
8/30/2022,15.4252
8/31/2022,15.0522
9/1/2022,13.8984
9/2/2022,13.6092
9/6/2022,13.4277
9/7/2022,13.6801
9/8/2022,13.9554
9/9/2022,14.3514
9/12/2022,14.4691
9/13/2022,13.0985
9/14/2022,13.0955
9/15/2022,12.897
9/16/2022,13.1654
9/19/2022,13.3489
9/20/2022,13.1434
9/21/2022,13.2282
9/22/2022,12.5299
9/23/2022,12.4851
9/26/2022,12.1978
9/27/2022,12.3823
9/28/2022,12.7045
9/29/2022,12.1898
9/30/2022,12.109
10/3/2022,12.4811
10/4/2022,13.1344
10/5/2022,13.1763
10/6/2022,13.0975
10/7/2022,12.0461
10/10/2022,11.6411
10/11/2022,11.5574
10/12/2022,11.4716
10/13/2022,11.9304
10/14/2022,11.1992
10/17/2022,11.8586
10/18/2022,11.9374
10/19/2022,12.0212
10/20/2022,12.1639
10/21/2022,12.4352
10/24/2022,12.5679
10/25/2022,13.2282
10/26/2022,12.8641
10/27/2022,13.1434
10/28/2022,13.7998
10/31/2022,13.4636
11/1/2022,13.5095
11/2/2022,13.1863
11/3/2022,13.3878
11/4/2022,14.121
11/7/2022,14.2656
11/8/2022,14.5659
11/9/2022,13.7419
11/10/2022,15.7111
11/11/2022,16.2866
11/14/2022,16.2547
11/15/2022,16.6248
11/16/2022,15.8707
11/17/2022,15.6382
11/18/2022,15.3709
11/21/2022,15.2791
11/22/2022,15.9983
11/23/2022,16.4782
11/25/2022,16.2298
11/28/2022,15.7879
11/29/2022,15.6003
11/30/2022,16.8855
12/1/2022,17.097
12/2/2022,16.8386
12/5/2022,16.5732
12/6/2022,15.9516
12/7/2022,16.0843
12/8/2022,17.1309
12/9/2022,16.9633
12/12/2022,17.4961
12/13/2022,18.0319
12/14/2022,17.6348
12/15/2022,16.9144
12/16/2022,16.5343
12/19/2022,16.218
12/20/2022,16.0493
12/21/2022,16.4644
12/22/2022,15.305
12/23/2022,15.1723
12/27/2022,14.0897
12/28/2022,14.0049
12/29/2022,14.5706
12/30/2022,14.5816
1/3/2023,14.2833
1/4/2023,14.7163
1/5/2023,14.2334
1/6/2023,14.8261
1/9/2023,15.5934
1/10/2023,15.8737
1/11/2023,15.9655
1/12/2023,16.4744
1/13/2023,16.8615
1/17/2023,17.6628
1/18/2023,17.3385
1/19/2023,16.7278
1/20/2023,17.7994
1/23/2023,19.1504
1/24/2023,19.2223
1/25/2023,19.2802
1/26/2023,19.7581
1/27/2023,20.3198
1/30/2023,19.1195
1/31/2023,19.4937
2/1/2023,20.8966
2/2/2023,21.6609
2/3/2023,21.0532
2/6/2023,21.0422
2/7/2023,22.1238
2/8/2023,22.1558
2/9/2023,22.2875
2/10/2023,21.2179
2/13/2023,21.7397
2/14/2023,22.9201
2/15/2023,22.7135
2/16/2023,21.9532
2/17/2023,21.3406
2/21/2023,20.6092
2/22/2023,20.708
2/23/2023,23.6115
2/24/2023,23.2344
2/27/2023,23.4489
2/28/2023,23.1645
3/1/2023,22.6477
3/2/2023,23.2623
3/3/2023,23.837
3/6/2023,23.5018
3/7/2023,23.2403
3/8/2023,24.1315
3/9/2023,23.388
3/10/2023,22.918
3/13/2023,22.919
3/14/2023,24.0137
3/15/2023,24.1784
3/16/2023,25.4887
3/17/2023,25.6723
3/20/2023,25.847
3/21/2023,26.1454
3/22/2023,26.4138
3/23/2023,27.1353
3/24/2023,26.7242
3/27/2023,26.4767
3/28/2023,26.3559
3/29/2023,26.9287
3/30/2023,27.3269
3/31/2023,27.7201
4/3/2023,27.9077
4/4/2023,27.3968
4/5/2023,26.826
4/6/2023,26.9816
4/10/2023,27.5225
4/11/2023,27.1134
4/12/2023,26.4407
4/13/2023,26.4088
4/14/2023,26.7032
4/17/2023,26.9467
4/18/2023,27.6103
4/19/2023,27.8738
4/20/2023,27.0485
4/21/2023,27.0635
4/24/2023,26.9866
4/25/2023,26.1873
4/26/2023,26.9008
4/27/2023,27.1703
4/28/2023,27.6922
5/1/2023,28.8508
5/2/2023,28.1522
5/3/2023,27.7451
5/4/2023,27.5056
5/5/2023,28.6213
5/8/2023,29.0913
5/9/2023,28.5125
5/10/2023,28.8259
5/11/2023,28.5195
5/12/2023,28.282
5/15/2023,28.8937
5/16/2023,29.1532
5/17/2023,30.1162
5/18/2023,31.6131
5/19/2023,31.2
5/22/2023,31.1122
5/23/2023,30.6252
5/24/2023,30.4755
5/25/2023,37.9022
5/26/2023,38.8663
5/30/2023,40.0289
5/31/2023,37.7565
6/1/2023,39.6886
6/2/2023,39.2465
6/5/2023,39.0908
6/6/2023,38.5749
6/7/2023,37.4021
6/8/2023,38.4351
6/9/2023,38.6946
6/12/2023,39.4052
6/13/2023,40.9422
6/14/2023,42.9134
6/15/2023,42.5701
6/16/2023,42.609
6/20/2023,43.7228
6/21/2023,42.9613
6/22/2023,42.9413
6/23/2023,42.1269
6/26/2023,40.553
6/27/2023,41.7946
6/28/2023,41.0371
6/29/2023,40.7426
6/30/2023,42.2198
7/3/2023,42.3305
7/5/2023,42.2347
7/6/2023,42.0211
7/7/2023,42.4204
7/10/2023,42.098
7/11/2023,42.3226
7/12/2023,43.8167
7/13/2023,45.8876
7/14/2023,45.3806
7/17/2023,46.3707
7/18/2023,47.4017
7/19/2023,46.9855
7/20/2023,45.4315
7/21/2023,44.2228
7/24/2023,44.5253
7/25/2023,45.5902
7/26/2023,45.3636
7/27/2023,45.8108
7/28/2023,46.6591
7/31/2023,46.6381
8/1/2023,46.4166
8/2/2023,44.1829
8/3/2023,44.4284
8/4/2023,44.5931
8/7/2023,45.3282
8/8/2023,44.5772
8/9/2023,42.4713
8/10/2023,42.3056
8/11/2023,40.7756
8/14/2023,43.6679
8/15/2023,43.8546
8/16/2023,43.4014
